Assessor Book,Assessor Page,Assessor Parcel,# of Accessory Dwelling Units
5515.0,029,025,1.0
5513.0,007,001,1.0
5420.0,017,007,1.0
4243.0,019,047,1.0
5049.0,028,021,1.0
2697.0,023,016,1.0
5424.0,004,031,1.0
4259.0,011,009,1.0
2627.0,025,007,1.0
2604.0,026,002,1.0
2543.0,008,028,1.0
2677.0,014,004,1.0
2305.0,022,020,1.0
2685.0,013,021,1.0
2551.0,030,010,1.0
5075.0,021,007,1.0
2263.0,012,021,1.0
2712.0,025,004,1.0
2728.0,011,020,1.0
2570.0,004,026,1.0
2644.0,009,007,1.0
2311.0,003,017,1.0
6011.0,003,011,1.0
2235.0,019,050,1.0
5591.0,016,027,1.0
5588.0,023,001,1.0
5116.0,005,028,1.0
2404.0,015,015,1.0
6066.0,011,025,1.0
6031.0,027,007,1.0
5542.0,022,025,1.0
2618.0,003,006,1.0
6019.0,015,007,1.0
5048.0,004,032,1.0
2041.0,008,004,1.0
5053.0,030,035,1.0
2558.0,036,001,1.0
2566.0,002,002,1.0
5055.0,026,009,1.0
4370.0,014,035,1.0
5582.0,016,002,1.0
2237.0,017,010,1.0
2544.0,034,014,1.0
2202.0,009,011,1.0
7463.0,006,039,1.0
2558.0,026,010,1.0
5503.0,015,020,3.0
2557.0,020,008,1.0
2669.0,020,007,1.0
2580.0,011,005,1.0
2621.0,013,019,1.0
2316.0,016,006,1.0
5135.0,008,032,1.0
2414.0,015,010,1.0
2645.0,010,022,1.0
4302.0,019,014,1.0
5103.0,028,028,1.0
4380.0,026,020,1.0
2184.0,018,006,1.0
5085.0,001,021,1.0
2026.0,018,005,1.0
4303.0,004,032,1.0
2510.0,003,016,1.0
5094.0,005,014,2.0
2178.0,012,030,1.0
2692.0,012,026,1.0
2034.0,013,007,1.0
4305.0,007,020,1.0
2218.0,016,012,1.0
5517.0,018,018,1.0
2303.0,007,036,1.0
5040.0,015,038,1.0
4315.0,009,030,1.0
4309.0,024,004,1.0
2214.0,016,018,1.0
2568.0,005,015,1.0
7452.0,011,035,1.0
2625.0,010,011,1.0
2215.0,021,011,1.0
2717.0,014,017,1.0
5309.0,025,001,1.0
4258.0,012,017,1.0
5029.0,005,012,1.0
2649.0,007,013,1.0
5525.0,027,029,1.0
5115.0,031,028,1.0
2108.0,024,029,1.0
2237.0,007,007,1.0
2132.0,021,020,1.0
2239.0,006,043,1.0
2221.0,010,010,1.0
2707.0,032,010,1.0
5057.0,029,007,1.0
2201.0,010,008,1.0
2633.0,004,001,1.0
4259.0,009,024,1.0
4493.0,017,026,1.0
2410.0,014,005,2.0
4256.0,012,049,3.0
5686.0,018,001,1.0
2414.0,016,027,1.0
2023.0,013,024,1.0
5467.0,018,002,1.0
5069.0,003,024,1.0
2532.0,005,022,1.0
4244.0,019,027,1.0
2217.0,006,021,1.0
5101.0,018,010,1.0
2014.0,002,008,1.0
2237.0,010,009,1.0
2365.0,004,011,1.0
2250.0,003,012,1.0
5087.0,008,010,1.0
2637.0,023,010,1.0
6088.0,024,018,1.0
2620.0,018,019,1.0
4106.0,024,022,1.0
4249.0,008,013,1.0
5022.0,018,006,1.0
4302.0,033,009,1.0
2122.0,004,016,1.0
5716.0,022,002,1.0
2153.0,026,021,1.0
2146.0,008,202,1.0
5017.0,010,024,1.0
2218.0,005,014,1.0
2325.0,004,020,1.0
5510.0,008,037,1.0
4217.0,008,023,1.0
2717.0,018,017,1.0
5128.0,016,003,1.0
2039.0,012,022,1.0
5175.0,010,011,1.0
2502.0,005,013,1.0
2368.0,007,027,1.0
2364.0,016,010,1.0
4305.0,004,013,1.0
5039.0,019,039,1.0
5592.0,020,015,1.0
2785.0,004,013,1.0
2761.0,025,011,1.0
2116.0,016,002,1.0
2613.0,026,006,1.0
2688.0,001,006,1.0
2404.0,021,026,1.0
2612.0,020,026,1.0
2671.0,016,011,1.0
2409.0,012,003,1.0
2104.0,023,020,1.0
5021.0,010,033,1.0
5066.0,015,019,1.0
5514.0,007,015,1.0
2410.0,007,018,1.0
4301.0,016,019,1.0
2533.0,028,034,1.0
2542.0,023,006,1.0
4231.0,008,029,1.0
2314.0,002,023,1.0
2161.0,004,031,1.0
4250.0,017,030,1.0
2620.0,005,012,1.0
4246.0,028,011,1.0
2563.0,041,019,1.0
2517.0,009,036,1.0
2122.0,005,013,1.0
2329.0,016,011,1.0
5040.0,014,005,1.0
5049.0,012,032,1.0
2028.0,032,011,1.0
5440.0,012,009,1.0
2623.0,27.0,009,1.0
2527.0,20.0,015,1.0
2332.0,14.0,005,1.0
2640.0,17.0,002,1.0
2254.0,35.0,023,1.0
4248.0,2.0,030,1.0
6023.0,15.0,031,1.0
2314.0,10.0,020,1.0
6065.0,5.0,018,1.0
4005.0,21.0,012,1.0
2319.0,21.0,026,1.0
5066.0,5.0,021,1.0
2682.0,12.0,005,1.0
2556.0,21.0,025,1.0
2354.0,12.0,033,1.0
2623.0,3.0,012,1.0
2121.0,28.0,001,1.0
4356.0,4.0,019,1.0
6030.0,33.0,023,1.0
5015.0,8.0,007,1.0
7452.0,15.0,012,1.0
4250.0,1.0,009,1.0
5006.0,11.0,019,1.0
2565.0,5.0,054,1.0
2153.0,17.0,018,1.0
5515.0,20.0,026,1.0
2524.0,9.0,013,1.0
4257.0,11.0,010,1.0
5003.0,5.0,007,1.0
2556.0,27.0,023,1.0
2662.0,19.0,015,1.0
2315.0,4.0,017,1.0
2035.0,23.0,039,1.0
5484.0,36.0,022,1.0
2568.0,17.0,033,1.0
4106.0,27.0,005,1.0
2136.0,10.0,024,1.0
5452.0,7.0,005,1.0
2222.0,34.0,013,1.0
5526.0,35.0,016,1.0
5055.0,26.0,009,1.0
5071.0,1.0,028,2.0
2341.0,3.0,004,1.0
6005.0,17.0,012,1.0
2649.0,23.0,030,1.0
2237.0,5.0,009,1.0
2408.0,21.0,005,1.0
2681.0,14.0,009,1.0
6020.0,3.0,026,1.0
5434.0,27.0,019,1.0
4311.0,10.0,021,1.0
2287.0,8.0,033,1.0
5088.0,17.0,005,1.0
4230.0,17.0,029,1.0
2240.0,11.0,020,1.0
2303.0,12.0,022,1.0
2249.0,23.0,019,1.0
5018.0,27.0,022,1.0
2148.0,24.0,002,1.0
6059.0,2.0,012,1.0
2311.0,11.0,021,1.0
2607.0,17.0,012,1.0
2265.0,6.0,013,1.0
2112.0,9.0,002,1.0
2242.0,15.0,009,1.0
5527.0,32.0,008,1.0
2233.0,24.0,008,1.0
2513.0,29.0,002,1.0
2217.0,12.0,056,1.0
5592.0,21.0,005,1.0
5591.0,4.0,025,1.0
2766.0,18.0,007,1.0
5075.0,21.0,035,1.0
5042.0,17.0,013,1.0
2642.0,15.0,013,1.0
2238.0,4.0,026,1.0
2177.0,23.0,007,1.0
2036.0,7.0,007,1.0
2104.0,2.0,018,1.0
2616.0,12.0,011,1.0
2022.0,18.0,017,1.0
2153.0,9.0,015,1.0
7451.0,21.0,029,1.0
6035.0,7.0,017,1.0
4215.0,7.0,018,1.0
2628.0,5.0,003,1.0
2787.0,34.0,009,1.0
2163.0,12.0,013,1.0
2242.0,14.0,023,1.0
2156.0,7.0,007,1.0
5516.0,16.0,012,1.0
5402.0,2.0,006,1.0
5405.0,12.0,018,1.0
2112.0,14.0,009,1.0
5057.0,19.0,007,1.0
2219.0,4.0,007,1.0
5460.0,3.0,009,1.0
2215.0,23.0,004,1.0
2627.0,14.0,022,1.0
2181.0,2.0,007,1.0
2250.0,3.0,016,1.0
2359.0,22.0,004,1.0
2238.0,17.0,003,1.0
2108.0,27.0,004,1.0
2169.0,7.0,009,1.0
2606.0,19.0,019,1.0
5473.0,14.0,010,1.0
4412.0,8.0,009,1.0
2613.0,17.0,018,1.0
5046.0,26.0,015,1.0
5072.0,31.0,013,1.0
2215.0,15.0,085,1.0
5069.0,11.0,008,1.0
5401.0,21.0,024,1.0
2633.0,3.0,014,1.0
2623.0,6.0,002,1.0
5511.0,24.0,020,1.0
2781.0,32.0,010,1.0
2407.0,1.0,030,1.0
2325.0,16.0,007,1.0
5172.0,25.0,006,1.0
2121.0,16.0,022,1.0
2040.0,9.0,004,1.0
2822.0,37.0,012,1.0
2177.0,17.0,014,1.0
4382.0,2.0,008,1.0
4494.0,22.0,030,1.0
5510.0,7.0,034,1.0
2560.0,23.0,001,1.0
2229.0,4.0,038,1.0
2233.0,8.0,010,1.0
2305.0,8.0,022,1.0
2407.0,5.0,027,1.0
2024.0,20.0,010,1.0
2028.0,23.0,005,1.0
6083.0,20.0,017,1.0
4252.0,37.0,010,1.0
2560.0,33.0,004,1.0
2234.0,20.0,023,1.0
5042.0,30.0,037,1.0
4362.0,4.0,016,1.0
4218.0,19.0,036,1.0
2671.0,6.0,017,1.0
2151.0,31.0,035,1.0
5436.0,27.0,027,1.0
4233.0,16.0,009,1.0
5117.0,8.0,026,1.0
2238.0,3.0,004,1.0
2149.0,10.0,049,1.0
4405.0,20.0,009,1.0
2620.0,9.0,008,1.0
6018.0,30.0,016,1.0
2022.0,22.0,027,1.0
5069.0,12.0,028,1.0
2106.0,10.0,003,1.0
2637.0,31.0,023,1.0
2169.0,8.0,015,1.0
4265.0,15.0,048,4.0
2326.0,14.0,022,1.0
2033.0,24.0,008,1.0
6069.0,10.0,015,1.0
2013.0,12.0,028,1.0
2114.0,9.0,031,1.0
2325.0,20.0,033,1.0
2380.0,4.0,014,1.0
2531.0,5.0,041,1.0
5590.0,18.0,008,1.0
5016.0,36.0,023,1.0
2377.0,11.0,007,1.0
2257.0,14.0,043,1.0
4256.0,15.0,024,1.0
4332.0,5.0,009,1.0
2301.0,14.0,009,1.0
2616.0,14.0,005,1.0
2074.0,4.0,031,1.0
2167.0,16.0,002,1.0
2248.0,12.0,025,1.0
2712.0,1.0,020,1.0
2038.0,18.0,032,1.0
6017.0,22.0,023,1.0
2146.0,12.0,022,1.0
2039.0,19.0,033,1.0
2309.0,11.0,001,1.0
5190.0,23.0,028,1.0
2233.0,11.0,007,1.0
2204.0,8.0,033,1.0
2156.0,8.0,031,1.0
2286.0,8.0,005,1.0
2237.0,11.0,004,1.0
5504.0,2.0,012,1.0
5423.0,23.0,014,1.0
5085.0,22.0,009,1.0
4423.0,3.0,026,1.0
5420.0,14.0,005,1.0
5034.0,5.0,037,1.0
2634.0,38.0,016,1.0
2558.0,20.0,008,1.0
2558.0,26.0,026,1.0
2023.0,7.0,001,1.0
2633.0,17.0,029,1.0
2111.0,7.0,013,1.0
2322.0,21.0,024,1.0
5006.0,29.0,008,1.0
2023.0,16.0,009,1.0
5016.0,21.0,025,1.0
2503.0,11.0,005,1.0
5088.0,1.0,006,1.0
2020.0,20.0,014,1.0
2678.0,7.0,013,1.0
2254.0,22.0,001,1.0
2024.0,20.0,010,1.0
7451.0,8.0,020,1.0
2354.0,9.0,034,1.0
5504.0,19.0,013,1.0
5486.0,5.0,009,1.0
2113.0,10.0,008,1.0
2729.0,9.0,011,1.0
2024.0,21.0,030,1.0
2305.0,20.0,015,1.0
5190.0,9.0,008,1.0
2331.0,5.0,021,1.0
2310.0,1.0,019,1.0
5054.0,9.0,011,1.0
2034.0,5.0,022,1.0
2781.0,32.0,010,1.0
2631.0,10.0,040,1.0
7446.0,16.0,012,1.0
5594.0,2.0,023,1.0
2259.0,6.0,009,1.0
2242.0,20.0,015,1.0
5021.0,27.0,031,1.0
2621.0,18.0,015,1.0
2209.0,18.0,001,1.0
2651.0,20.0,031,1.0
4241.0,15.0,019,1.0
5528.0,11.0,013,1.0
6019.0,5.0,009,1.0
5475.0,2.0,040,1.0
5022.0,4.0,005,1.0
2696.0,19.0,017,1.0
5549.0,14.0,003,1.0
5001.0,7.0,025,1.0
7421.0,3.0,005,1.0
2038.0,17.0,006,1.0
5437.0,17.0,018,1.0
5021.0,14.0,016,1.0
2538.0,13.0,002,1.0
2161.0,10.0,015,1.0
4311.0,17.0,055,1.0
5087.0,20.0,007,1.0
2220.0,15.0,019,1.0
5430.0,21.0,009,1.0
2136.0,24.0,014,1.0
2305.0,20.0,003,1.0
6018.0,10.0,027,1.0
5689.0,9.0,007,1.0
2513.0,18.0,042,1.0
4322.0,5.0,017,1.0
2233.0,23.0,012,1.0
5474.0,16.0,008,1.0
2021.0,9.0,006,1.0
2405.0,14.0,003,1.0
5127.0,36.0,024,2.0
6029.0,3.0,010,1.0
2558.0,37.0,010,1.0
6016.0,12.0,017,1.0
2324.0,18.0,008,1.0
5511.0,39.0,007,1.0
2340.0,34.0,008,1.0
2106.0,15.0,008,1.0
2247.0,20.0,031,1.0
2336.0,25.0,015,1.0
2787.0,23.0,008,1.0
2233.0,2.0,029,1.0
2244.0,18.0,017,1.0
2536.0,6.0,015,1.0
2106.0,3.0,114,1.0
2163.0,7.0,002,1.0
2369.0,7.0,006,1.0
2315.0,17.0,042,1.0
2405.0,19.0,034,1.0
2382.0,11.0,013,1.0
5116.0,16.0,020,1.0
2326.0,3.0,017,1.0
2328.0,12.0,030,1.0
5507.0,28.0,014,1.0
2265.0,18.0,019,1.0
2613.0,19.0,012,1.0
2616.0,7.0,005,1.0
5536.0,21.0,019,4.0
2244.0,20.0,016,1.0
4315.0,1.0,047,1.0
2228.0,16.0,010,1.0
5520.0,26.0,011,1.0
2146.0,15.0,021,1.0
5046.0,27.0,012,1.0
5505.0,15.0,009,1.0
2121.0,29.0,016,1.0
2028.0,24.0,023,1.0
2405.0,5.0,016,1.0
2105.0,4.0,021,1.0
2303.0,5.0,028,1.0
4256.0,32.0,016,1.0
5044.0,20.0,004,1.0
2410.0,14.0,017,1.0
2113.0,5.0,015,1.0
2104.0,20.0,033,1.0
4321.0,13.0,060,1.0
2642.0,3.0,014,1.0
4260.0,36.0,020,1.0
5430.0,13.0,022,1.0
7346.0,19.0,029,1.0
5547.0,2.0,031,2.0
2668.0,16.0,029,1.0
2308.0,16.0,013,1.0
2646.0,9.0,023,1.0
4320.0,8.0,052,1.0
2237.0,8.0,026,1.0
2337.0,19.0,030,1.0
2656.0,7.0,002,1.0
5021.0,2.0,013,1.0
2364.0,16.0,040,1.0
2623.0,3.0,007,1.0
5429.0,13.0,019,1.0
2634.0,37.0,023,1.0
2316.0,27.0,013,1.0
2623.0,3.0,006,1.0
2139.0,15.0,006,1.0
4301.0,16.0,001,1.0
5015.0,6.0,009,1.0
2237.0,3.0,039,1.0
2325.0,20.0,006,1.0
2414.0,31.0,035,1.0
2169.0,6.0,022,1.0
4246.0,12.0,006,1.0
2214.0,26.0,008,1.0
5052.0,29.0,017,1.0
2033.0,12.0,003,1.0
2222.0,11.0,018,1.0
2036.0,21.0,013,1.0
4305.0,20.0,008,1.0
7349.0,28.0,007,1.0
6057.0,1.0,006,1.0
4312.0,21.0,035,1.0
2625.0,1.0,005,1.0
5036.0,15.0,036,1.0
2631.0,12.0,040,1.0
2230.0,15.0,008,1.0
2644.0,9.0,018,1.0
2644.0,14.0,032,1.0
2409.0,10.0,014,1.0
5057.0,28.0,004,1.0
5066.0,13.0,020,1.0
4306.0,6.0,015,1.0
2108.0,4.0,019,1.0
2304.0,2.0,009,1.0
6066.0,18.0,010,1.0
4214.0,6.0,026,1.0
4220.0,3.0,034,1.0
2506.0,35.0,027,1.0
2114.0,8.0,014,1.0
2330.0,10.0,026,1.0
6088.0,20.0,003,1.0
2329.0,21.0,012,1.0
2646.0,8.0,001,1.0
2613.0,14.0,005,1.0
2642.0,22.0,037,1.0
2229.0,27.0,024,1.0
4106.0,6.0,019,1.0
2215.0,9.0,003,1.0
4301.0,24.0,005,1.0
2329.0,13.0,007,1.0
2314.0,4.0,003,1.0
5017.0,29.0,040,1.0
2681.0,17.0,042,1.0
5486.0,24.0,034,1.0
2020.0,17.0,055,1.0
5018.0,7.0,021,1.0
5468.0,26.0,009,1.0
2244.0,6.0,034,1.0
2317.0,5.0,006,1.0
2639.0,37.0,009,1.0
5067.0,5.0,008,1.0
2233.0,32.0,015,1.0
2683.0,15.0,005,1.0
2510.0,14.0,018,1.0
2209.0,5.0,013,1.0
5092.0,18.0,023,1.0
5443.0,18.0,005,1.0
2407.0,3.0,008,1.0
2254.0,35.0,016,1.0
5215.0,23.0,024,1.0
4315.0,3.0,016,1.0
2105.0,6.0,006,1.0
2034.0,6.0,019,1.0
2222.0,18.0,033,1.0
5477.0,15.0,021,1.0
2023.0,11.0,023,1.0
2004.0,26.0,027,1.0
5436.0,13.0,020,1.0
5485.0,24.0,005,1.0
2201.0,15.0,013,1.0
5055.0,4.0,033,1.0
6042.0,21.0,009,1.0
2407.0,2.0,014,1.0
2316.0,2.0,034,1.0
2624.0,17.0,007,1.0
2023.0,7.0,001,1.0
2340.0,21.0,004,1.0
2625.0,12.0,003,1.0
2649.0,23.0,022,1.0
2535.0,28.0,025,1.0
2203.0,10.0,018,1.0
5019.0,17.0,021,1.0
5006.0,26.0,012,1.0
2503.0,14.0,029,1.0
5507.0,5.0,014,1.0
4215.0,29.0,010,1.0
2623.0,12.0,005,1.0
4247.0,30.0,008,1.0
2233.0,22.0,021,1.0
2671.0,18.0,031,1.0
2571.0,5.0,040,1.0
2424.0,9.0,018,1.0
5018.0,19.0,016,1.0
2335.0,21.0,009,1.0
2021.0,10.0,013,1.0
5457.0,17.0,024,1.0
2254.0,35.0,002,1.0
2216.0,20.0,013,1.0
2108.0,26.0,011,1.0
2233.0,13.0,015,1.0
2104.0,35.0,004,1.0
2319.0,21.0,012,1.0
2036.0,10.0,008,1.0
5066.0,19.0,034,1.0
2121.0,29.0,018,1.0
5436.0,12.0,037,1.0
4227.0,22.0,028,1.0
2153.0,1.0,019,1.0
5466.0,34.0,004,1.0
7448.0,7.0,004,1.0
2233.0,26.0,003,1.0
2633.0,4.0,006,1.0
2104.0,8.0,014,1.0
5006.0,33.0,024,1.0
2405.0,3.0,022,1.0
2696.0,16.0,032,1.0
5002.0,2.0,003,1.0
2230.0,8.0,016,1.0
2726.0,12.0,023,1.0
2034.0,3.0,016,1.0
5064.0,20.0,024,1.0
2304.0,9.0,004,1.0
2254.0,33.0,008,1.0
7454.0,25.0,010,1.0
2616.0,4.0,002,1.0
2264.0,10.0,014,1.0
4303.0,13.0,065,1.0
2203.0,3.0,008,1.0
2355.0,17.0,027,1.0
2568.0,18.0,036,1.0
2159.0,6.0,023,1.0
2354.0,10.0,033,1.0
2410.0,10.0,010,1.0
2410.0,15.0,003,1.0
2132.0,5.0,019,1.0
2242.0,9.0,020,1.0
4410.0,24.0,025,1.0
5078.0,21.0,020,1.0
2683.0,13.0,008,1.0
2642.0,21.0,030,1.0
2733.0,19.0,030,1.0
4412.0,21.0,014,1.0
2108.0,8.0,006,1.0
2407.0,20.0,008,1.0
2504.0,3.0,015,1.0
2038.0,16.0,023,1.0
2329.0,17.0,009,1.0
2634.0,23.0,004,1.0
2233.0,6.0,006,1.0
2329.0,13.0,005,1.0
5062.0,21.0,023,1.0
2215.0,11.0,004,1.0
2558.0,19.0,015,1.0
5067.0,11.0,003,1.0
2266.0,20.0,011,1.0
2247.0,14.0,012,1.0
2108.0,3.0,005,1.0
5689.0,4.0,010,1.0
5064.0,22.0,016,1.0
2259.0,6.0,017,1.0
2552.0,17.0,020,1.0
5018.0,16.0,008,1.0
2616.0,29.0,037,1.0
2159.0,9.0,014,1.0
2637.0,31.0,022,1.0
2506.0,33.0,048,1.0
4254.0,7.0,007,1.0
4217.0,6.0,015,1.0
4004.0,11.0,010,1.0
2159.0,4.0,104,1.0
2215.0,9.0,013,1.0
2014.0,2.0,019,1.0
5022.0,9.0,024,1.0
2633.0,15.0,020,1.0
6050.0,7.0,007,1.0
2673.0,14.0,048,1.0
5066.0,13.0,018,1.0
2508.0,13.0,015,1.0
5086.0,17.0,002,1.0
2373.0,23.0,021,1.0
5040.0,32.0,036,1.0
2265.0,4.0,029,1.0
4012.0,13.0,017,1.0
2410.0,14.0,015,1.0
2022.0,1.0,007,1.0
2308.0,24.0,003,1.0
4257.0,2.0,006,1.0
5048.0,17.0,020,1.0
2582.0,25.0,004,1.0
2240.0,16.0,008,1.0
2747.0,16.0,010,1.0
5478.0,11.0,026,1.0
2532.0,4.0,012,1.0
2629.0,15.0,049,1.0
5029.0,4.0,017,1.0
2309.0,2.0,003,1.0
2640.0,27.0,015,1.0
5512.0,21.0,025,1.0
2322.0,14.0,003,1.0
2502.0,5.0,021,1.0
2204.0,9.0,007,1.0
5716.0,26.0,020,1.0
5585.0,26.0,019,1.0
2130.0,18.0,031,1.0
2405.0,2.0,022,1.0
5517.0,18.0,023,1.0
2660.0,24.0,009,1.0
5022.0,18.0,024,1.0
5070.0,12.0,057,1.0
5056.0,26.0,004,2.0
2303.0,11.0,027,1.0
5040.0,32.0,035,1.0
4257.0,10.0,006,1.0
5070.0,19.0,016,1.0
5029.0,3.0,011,1.0
5684.0,26.0,022,1.0
5002.0,30.0,023,1.0
2686.0,12.0,010,1.0
2566.0,6.0,044,1.0
2122.0,1.0,005,1.0
2020.0,32.0,030,1.0
2148.0,5.0,010,1.0
6018.0,5.0,010,1.0
2124.0,12.0,029,1.0
2339.0,11.0,043,1.0
4404.0,27.0,016,1.0
2731.0,27.0,017,1.0
2308.0,12.0,001,1.0
4256.0,2.0,037,1.0
2632.0,24.0,019,1.0
2405.0,2.0,031,1.0
5101.0,17.0,027,1.0
2151.0,1.0,005,1.0
2419.0,19.0,022,1.0
2245.0,27.0,006,1.0
2317.0,4.0,019,1.0
5486.0,14.0,016,1.0
2646.0,11.0,018,1.0
5435.0,15.0,018,1.0
2254.0,35.0,005,1.0
4261.0,24.0,096,1.0
2532.0,27.0,006,1.0
4246.0,32.0,022,1.0
4112.0,26.0,026,1.0
5014.0,28.0,020,1.0
2551.0,41.0,019,1.0
2504.0,3.0,016,1.0
5002.0,4.0,024,1.0
5478.0,13.0,006,1.0
5478.0,17.0,040,1.0
6048.0,18.0,010,1.0
5019.0,24.0,028,1.0
6048.0,9.0,024,1.0
2022.0,16.0,022,1.0
2217.0,22.0,012,1.0
2135.0,33.0,009,1.0
7416.0,19.0,012,1.0
4261.0,4.0,027,1.0
2135.0,29.0,002,1.0
2565.0,11.0,052,1.0
6067.0,9.0,056,1.0
2638.0,33.0,020,1.0
4005.0,10.0,007,1.0
2246.0,3.0,030,1.0
2330.0,8.0,006,1.0
5684.0,30.0,006,1.0
5684.0,16.0,014,1.0
6019.0,17.0,033,1.0
2529.0,12.0,037,1.0
2108.0,29.0,019,1.0
5591.0,20.0,007,1.0
5204.0,20.0,010,1.0
2109.0,29.0,003,1.0
5061.0,26.0,039,1.0
2354.0,5.0,035,1.0
4359.0,17.0,011,1.0
5516.0,15.0,009,1.0
5522.0,3.0,009,2.0
2769.0,12.0,010,1.0
2271.0,8.0,005,1.0
2243.0,17.0,025,1.0
5015.0,24.0,027,1.0
2263.0,29.0,028,1.0
2317.0,17.0,025,1.0
5003.0,27.0,030,1.0
2307.0,5.0,018,1.0
6119.0,5.0,006,1.0
2628.0,2.0,028,1.0
4320.0,8.0,052,1.0
2120.0,5.0,001,1.0
5468.0,26.0,003,1.0
4321.0,16.0,003,1.0
2662.0,5.0,019,1.0
2307.0,1.0,012,1.0
2245.0,27.0,005,1.0
5067.0,10.0,030,1.0
5436.0,9.0,025,1.0
2552.0,14.0,032,1.0
2547.0,12.0,007,1.0
2226.0,13.0,012,1.0
2148.0,1.0,006,1.0
4327.0,18.0,022,1.0
2341.0,3.0,028,1.0
4113.0,10.0,016,1.0
5522.0,3.0,009,2.0
5437.0,10.0,014,1.0
2202.0,11.0,025,1.0
5048.0,22.0,023,1.0
2222.0,15.0,009,1.0
5593.0,25.0,014,1.0
5401.0,9.0,019,1.0
2571.0,4.0,026,1.0
5029.0,9.0,016,1.0
2338.0,3.0,008,1.0
5078.0,6.0,001,1.0
2014.0,34.0,029,1.0
2259.0,4.0,011,1.0
5185.0,1.0,006,1.0
5454.0,27.0,020,1.0
2206.0,23.0,004,1.0
2148.0,4.0,007,1.0
5594.0,12.0,001,1.0
5179.0,17.0,018,1.0
2781.0,6.0,003,1.0
2662.0,17.0,001,1.0
2347.0,16.0,011,1.0
6120.0,19.0,010,1.0
2248.0,4.0,005,1.0
2305.0,26.0,004,1.0
4245.0,22.0,022,1.0
4323.0,6.0,109,1.0
2337.0,20.0,017,1.0
2038.0,30.0,017,1.0
2556.0,6.0,024,1.0
5682.0,27.0,030,1.0
4217.0,25.0,020,1.0
2169.0,20.0,013,1.0
2311.0,11.0,037,1.0
6075.0,15.0,015,1.0
2038.0,39.0,006,1.0
2410.0,4.0,005,1.0
2121.0,18.0,035,1.0
2228.0,2.0,014,1.0
2239.0,3.0,021,1.0
5576.0,5.0,032,1.0
2661.0,25.0,006,1.0
2230.0,4.0,005,1.0
5040.0,32.0,038,1.0
2109.0,4.0,011,1.0
6061.0,26.0,022,1.0
2242.0,9.0,011,1.0
2340.0,13.0,024,1.0
2768.0,29.0,015,1.0
2407.0,4.0,027,1.0
5436.0,25.0,011,1.0
5047.0,7.0,021,2.0
2127.0,2.0,012,1.0
4243.0,33.0,009,1.0
2419.0,10.0,001,1.0
5104.0,11.0,023,1.0
2639.0,37.0,007,1.0
4387.0,23.0,015,1.0
5048.0,19.0,003,1.0
2332.0,5.0,016,1.0
2243.0,13.0,015,1.0
2407.0,14.0,021,1.0
2261.0,4.0,018,1.0
2679.0,8.0,013,1.0
2502.0,7.0,014,1.0
5070.0,9.0,012,1.0
2696.0,16.0,004,1.0
2214.0,5.0,016,1.0
6075.0,7.0,001,1.0
4004.0,6.0,015,1.0
2666.0,14.0,010,1.0
2132.0,6.0,019,1.0
4255.0,12.0,023,1.0
2148.0,1.0,005,1.0
2537.0,4.0,020,1.0
4320.0,7.0,028,1.0
5034.0,12.0,019,1.0
6001.0,5.0,021,1.0
2240.0,16.0,008,1.0
2558.0,16.0,012,1.0
2160.0,6.0,024,2.0
4255.0,15.0,018,1.0
2156.0,22.0,010,1.0
2332.0,6.0,016,1.0
4242.0,20.0,016,1.0
2688.0,24.0,026,1.0
2249.0,15.0,003,1.0
5050.0,29.0,052,1.0
6029.0,5.0,013,1.0
5051.0,5.0,015,2.0
5429.0,4.0,013,1.0
4123.0,13.0,025,1.0
2783.0,20.0,016,1.0
5044.0,21.0,001,1.0
5042.0,4.0,014,1.0
2111.0,25.0,021,1.0
5431.0,26.0,010,1.0
4256.0,7.0,021,1.0
2637.0,6.0,013,1.0
2238.0,12.0,064,1.0
5587.0,18.0,021,1.0
4009.0,6.0,015,1.0
5083.0,5.0,003,1.0
2404.0,17.0,010,1.0
2309.0,28.0,019,1.0
2571.0,9.0,039,1.0
5426.0,14.0,028,1.0
2238.0,25.0,013,1.0
2291.0,17.0,034,1.0
2523.0,16.0,011,1.0
2555.0,10.0,003,1.0
2637.0,22.0,002,1.0
5205.0,15.0,010,1.0
2214.0,1.0,016,1.0
2571.0,5.0,060,1.0
2711.0,5.0,008,1.0
5071.0,21.0,047,1.0
4215.0,6.0,033,1.0
2642.0,1.0,020,1.0
5521.0,24.0,019,1.0
7460.0,31.0,029,1.0
2243.0,15.0,038,1.0
2033.0,14.0,008,1.0
2231.0,11.0,008,1.0
2572.0,40.0,007,1.0
2570.0,5.0,008,1.0
5034.0,7.0,014,1.0
2101.0,4.0,015,1.0
2662.0,22.0,002,1.0
2010.0,4.0,029,1.0
5523.0,7.0,011,1.0
4263.0,20.0,070,1.0
2364.0,15.0,017,1.0
2163.0,5.0,001,1.0
4235.0,4.0,040,1.0
2639.0,36.0,010,1.0
5107.0,14.0,010,1.0
6031.0,1.0,022,1.0
4312.0,6.0,005,1.0
2654.0,23.0,037,1.0
5585.0,23.0,005,1.0
2119.0,9.0,030,1.0
2254.0,27.0,019,1.0
2308.0,8.0,004,1.0
6034.0,4.0,022,1.0
2677.0,6.0,015,1.0
2552.0,17.0,013,1.0
